transaction_id,channel_id,product_id,sale_date,quarter,quantity,amount
T104845,CH015,P01,2024-12-07,2024-Q4,1,12.99
T104846,CH015,P01,2024-07-19,2024-Q3,1,£12.99
T104847,CH015,P03,2024-05-11,2024-Q2,1,£11.99
T104848,CH015,P05,2024-08-26,2024-Q3,1,£16
T104849,CH015,P02,2024-01-03,2024-Q1,2,29.98
T104850,CH015,P06,2024-10-19,2024-Q4,2,£110
T104851,CH015,P01,2024-06-18,2024-Q2,1,£12.99
T104852,CH015,P03,2024-04-07,2024-Q2,1,11.99
T104853,CH015,P02,2024-07-03,2024-Q3,1,£14.99
T104854,CH015,P03,2024-11-06,2024-Q4,3,35.97
T104855,CH015,P02,2024-01-14,2024-Q1,2,£29.98
T104856,CH015,P03,2024-08-02,2024-Q3,2,23.98
T104857,CH015,P03,2024-01-02,2024-Q1,1,£11.99
T104858,CH015,P04,2024-09-18,2024-Q3,1,16.99
T104859,CH015,P06,2024-10-14,2024-Q4,1,£54.99
T104860,CH015,P05,2024-12-03,2024-Q4,1,£15.99
T104861,CH015,P01,2024-11-19,2024-Q4,1,£12.99
T104862,CH015,P01,2024-01-17,2024-Q1,1,£13
T104863,CH015,P03,2024-09-13,2024-Q3,2,£24
T104864,CH015,P02,2024-10-14,2024-Q4,1,14.99
T104865,CH015,P06,2024-12-04,2024-Q4,2,£109.98
T104866,CH015,P04,2024-02-21,2024-Q1,2,£33.98
T104867,CH015,P01,2024-11-22,2024-Q4,3,£38.97
T104868,CH015,P05,2024-06-10,2024-Q2,2,£31.98
T104869,CH015,P03,2024-07-16,2024-Q3,1,£11.99
T104870,CH015,P02,2024-01-25,2024-Q1,1,£14.99
T104871,CH015,P03,2024-03-01,2024-Q1,1,£11.99
T104872,CH015,P03,2024-11-25,2024-Q4,1,£11.99
T104873,CH015,P04,2024-12-04,2024-Q4,1,16.99
T104874,CH015,P01,2024-07-23,2024-Q3,1,£12.99
T104875,CH015,P01,2024-04-17,2024-Q2,1,12.99
T104876,CH015,P05,2024-10-02,2024-Q4,1,£15.99
T104877,CH015,P02,2024-02-25,2024-Q1,1,£14.99
T104878,CH015,P03,2024-06-20,2024-Q2,2,£23.98
T104879,CH015,P02,2024-05-08,2024-Q2,1,£14.99
T104880,CH015,P06,2024-09-22,2024-Q3,1,£55
T104881,CH015,P01,2024-07-18,2024-Q3,1,£12.99
T104882,CH015,P01,2024-04-11,2024-Q2,2,£26
T104883,CH015,P03,2024-08-01,2024-Q3,1,11.99
T104884,CH015,P05,2024-12-07,2024-Q4,2,31.98
T104885,CH015,P05,2024-12-15,2024-Q4,1,15.99
T104886,CH015,P05,2024-11-15,2024-Q4,2,£32
T104887,CH015,P06,2024-10-01,2024-Q4,2,£109.98
T104888,CH015,P01,2024-11-18,2024-Q4,2,£25.98
T104889,CH015,P04,2024-01-28,2024-Q1,1,£16.99
T104890,CH015,P04,2024-02-20,2024-Q1,2,33.98
T104891,CH015,P01,2024-12-24,2024-Q4,2,£26
T104892,CH015,P05,2024-01-20,2024-Q1,1,£16
T104893,CH015,P05,2024-03-06,2024-Q1,1,£15.99
T104894,CH015,P01,2024-01-09,2024-Q1,1,£12.99
T104895,CH015,P01,2024-08-17,2024-Q3,1,£12.99
T104896,CH015,P06,2024-08-23,2024-Q3,1,£54.99
T104897,CH015,P03,2024-12-09,2024-Q4,3,£35.97
T104898,CH015,P04,2024-09-07,2024-Q3,1,£17
T104899,CH015,P01,2024-07-16,2024-Q3,1,£12.99
T104900,CH015,P01,2024-12-27,2024-Q4,1,£13
T104901,CH015,P01,2024-04-20,2024-Q2,3,£38.97
T104902,CH015,P01,2024-12-06,2024-Q4,1,£12.99
T104903,CH015,P01,2024-03-03,2024-Q1,1,12.99
T104904,CH015,P01,2024-10-13,2024-Q4,1,£12.99
T104905,CH015,P02,2024-08-28,2024-Q3,3,£45
T104906,CH015,P01,2024-03-17,2024-Q1,1,£12.99
T104907,CH015,P04,2024-02-16,2024-Q1,1,£17
T104908,CH015,P01,2024-10-19,2024-Q4,2,£25.98
T104909,CH015,P04,2024-06-19,2024-Q2,1,£16.99
T104910,CH015,P04,2024-08-13,2024-Q3,2,£34
T104911,CH015,P01,2024-09-15,2024-Q3,1,£12.99
T104912,CH015,P03,2024-05-01,2024-Q2,1,£11.99
T104913,CH015,P01,2024-09-15,2024-Q3,3,38.97
T104914,CH015,P03,2024-10-25,2024-Q4,1,£12
T104915,CH015,P01,2024-10-10,2024-Q4,1,£12.99
T104916,CH015,P01,2024-03-13,2024-Q1,1,£13
T104917,CH015,P02,2024-08-13,2024-Q3,1,£15
T104918,CH015,P01,2024-06-14,2024-Q2,1,£12.99
T104919,CH015,P01,2024-01-14,2024-Q1,1,£13
T104920,CH015,P04,2024-01-14,2024-Q1,2,33.98
T104921,CH015,P05,2024-06-26,2024-Q2,1,£15.99
T104922,CH015,P01,2024-11-07,2024-Q4,1,£12.99
T104923,CH015,P04,2024-05-14,2024-Q2,1,16.99
T104924,CH015,P06,2024-12-16,2024-Q4,2,109.98
T104925,CH015,P02,2024-01-19,2024-Q1,1,£14.99
T104926,CH015,P02,2024-09-04,2024-Q3,1,£15
T104927,CH015,P04,2024-08-17,2024-Q3,1,£16.99
T104928,CH015,P04,2024-08-02,2024-Q3,1,16.99
T104929,CH015,P04,2024-06-20,2024-Q2,2,£34
T104930,CH015,P04,2024-03-01,2024-Q1,1,£16.99
T104931,CH015,P02,2024-01-12,2024-Q1,1,£14.99
T104932,CH015,P02,2024-05-11,2024-Q2,1,£14.99
T104933,CH015,P02,2024-07-19,2024-Q3,1,£15
T104934,CH015,P06,2024-07-01,2024-Q3,1,£54.99
T104935,CH015,P05,2024-11-08,2024-Q4,3,47.97
T104936,CH015,P05,2024-12-04,2024-Q4,1,15.99
T104937,CH015,P01,2024-12-20,2024-Q4,2,25.98
T104938,CH015,P05,2024-05-23,2024-Q2,1,£15.99
T104939,CH015,P02,2024-06-25,2024-Q2,3,£45
T104940,CH015,P03,2024-01-03,2024-Q1,2,£23.98
T104941,CH015,P04,2024-05-26,2024-Q2,1,16.99
T104942,CH015,P01,2024-11-24,2024-Q4,1,£12.99
T104943,CH015,P01,2024-05-18,2024-Q2,2,£25.98
T104944,CH015,P05,2024-05-24,2024-Q2,2,31.98
T104945,CH015,P01,2024-03-20,2024-Q1,1,£13
T104946,CH015,P01,2024-09-26,2024-Q3,1,12.99
T104947,CH015,P03,2024-06-15,2024-Q2,1,£12
T104948,CH015,P01,2024-12-02,2024-Q4,1,£12.99
T104949,CH015,P01,2024-01-19,2024-Q1,1,£12.99
T104950,CH015,P02,2024-08-04,2024-Q3,1,£15
T104951,CH015,P04,2024-01-16,2024-Q1,1,£16.99
T104952,CH015,P05,2024-09-10,2024-Q3,1,£15.99
T104953,CH015,P04,2024-02-23,2024-Q1,1,£16.99
T104954,CH015,P04,2024-10-05,2024-Q4,1,£16.99
T104955,CH015,P03,2024-05-07,2024-Q2,1,£11.99
T104956,CH015,P04,2024-06-08,2024-Q2,2,£33.98
T104957,CH015,P03,2024-01-06,2024-Q1,1,11.99
T104958,CH015,P02,2024-04-24,2024-Q2,1,14.99
T104959,CH015,P01,2024-02-01,2024-Q1,2,£25.98
T104960,CH015,P05,2024-11-14,2024-Q4,1,15.99
T104961,CH015,P03,2024-03-28,2024-Q1,1,£11.99
T104962,CH015,P05,2024-12-27,2024-Q4,1,15.99
T104963,CH015,P01,2024-05-27,2024-Q2,2,25.98
T104964,CH015,P01,2024-12-25,2024-Q4,1,£12.99
T104965,CH015,P02,2024-09-09,2024-Q3,1,£14.99
T104966,CH015,P02,2024-04-16,2024-Q2,1,£14.99
T104967,CH015,P03,2024-02-14,2024-Q1,1,11.99
T104968,CH015,P04,2024-08-22,2024-Q3,1,16.99
T104969,CH015,P03,2024-07-28,2024-Q3,1,£12
T104970,CH015,P04,2024-11-27,2024-Q4,1,£17
T104971,CH015,P02,2024-05-16,2024-Q2,1,£15
T104972,CH015,P04,2024-11-17,2024-Q4,2,33.98
T104973,CH015,P01,2024-11-11,2024-Q4,1,£12.99
T104974,CH015,P02,2024-11-23,2024-Q4,1,£14.99
T104975,CH015,P02,2024-11-20,2024-Q4,1,£15
T104976,CH015,P06,2024-06-20,2024-Q2,1,54.99
T104977,CH015,P01,2024-09-27,2024-Q3,1,£12.99
T104978,CH015,P05,2024-01-28,2024-Q1,1,£15.99
T104979,CH015,P02,2024-08-14,2024-Q3,2,29.98
T104980,CH015,P03,2024-08-27,2024-Q3,1,11.99
T104981,CH015,P02,2024-08-14,2024-Q3,1,£14.99
T104982,CH015,P05,2024-08-21,2024-Q3,2,£31.98
T104983,CH015,P03,2024-09-28,2024-Q3,1,£12
T104984,CH015,P01,2024-11-23,2024-Q4,1,£12.99
T104985,CH015,P04,2024-05-08,2024-Q2,2,£34
T104986,CH015,P02,2024-09-21,2024-Q3,1,£15
T104987,CH015,P02,2024-01-01,2024-Q1,2,29.98
T104988,CH015,P01,2024-02-17,2024-Q1,1,£12.99
T104989,CH015,P01,2024-01-06,2024-Q1,1,£12.99
T104990,CH015,P04,2024-11-14,2024-Q4,2,£34
T104991,CH015,P03,2024-09-18,2024-Q3,2,23.98
T104992,CH015,P02,2024-03-06,2024-Q1,1,£14.99
T104993,CH015,P01,2024-04-04,2024-Q2,1,£12.99
T104994,CH015,P03,2024-05-04,2024-Q2,3,£36
T104995,CH015,P03,2024-02-09,2024-Q1,2,£24
T104996,CH015,P04,2024-12-08,2024-Q4,2,33.98
T104997,CH015,P03,2024-10-16,2024-Q4,1,£11.99
T104998,CH015,P01,2024-06-28,2024-Q2,1,£13
T104999,CH015,P05,2024-08-21,2024-Q3,2,£31.98
T105000,CH015,P01,2024-07-21,2024-Q3,2,£25.98
T105001,CH015,P02,2024-11-12,2024-Q4,2,£29.98
T105002,CH015,P02,2024-04-08,2024-Q2,1,£14.99
T105003,CH015,P06,2024-06-01,2024-Q2,1,£55
T105004,CH015,P01,2024-04-02,2024-Q2,1,£12.99
T105005,CH015,P01,2024-02-24,2024-Q1,3,38.97
T105006,CH015,P03,2024-07-18,2024-Q3,1,£11.99
T105007,CH015,P03,2024-06-19,2024-Q2,1,11.99
T105008,CH015,P02,2024-04-26,2024-Q2,1,14.99
T105009,CH015,P03,2024-12-08,2024-Q4,2,23.98
T105010,CH015,P05,2024-01-26,2024-Q1,1,15.99
T105011,CH015,P02,2024-05-16,2024-Q2,1,£14.99
T105012,CH015,P01,2024-07-05,2024-Q3,2,25.98
T105013,CH015,P04,2024-02-08,2024-Q1,1,£17
T105014,CH015,P02,2024-05-02,2024-Q2,2,£29.98
T105015,CH015,P04,2024-05-10,2024-Q2,1,16.99
T105016,CH015,P03,2024-04-14,2024-Q2,1,£11.99
T105017,CH015,P04,2024-05-17,2024-Q2,2,£33.98
T105018,CH015,P03,2024-05-24,2024-Q2,1,£11.99
T105019,CH015,P03,2024-05-04,2024-Q2,1,11.99
T105020,CH015,P05,2024-12-03,2024-Q4,3,£48
T105021,CH015,P01,2024-09-01,2024-Q3,1,£13
T105022,CH015,P03,2024-08-10,2024-Q3,3,£35.97
T105023,CH015,P03,2024-02-01,2024-Q1,1,£11.99
T105024,CH015,P01,2024-02-21,2024-Q1,1,£12.99
T105025,CH015,P05,2024-08-28,2024-Q3,1,£15.99
T105026,CH015,P01,2024-05-17,2024-Q2,1,£12.99
T105027,CH015,P01,2024-02-27,2024-Q1,1,£13
T105028,CH015,P02,2024-12-17,2024-Q4,1,£14.99
T105029,CH015,P01,2024-12-25,2024-Q4,1,£12.99
T105030,CH015,P01,2024-10-02,2024-Q4,1,12.99
T105031,CH015,P03,2024-10-02,2024-Q4,1,£11.99
T105032,CH015,P02,2024-08-27,2024-Q3,1,14.99
T105033,CH015,P03,2024-02-11,2024-Q1,1,£11.99
T105034,CH015,P06,2024-11-20,2024-Q4,2,£109.98
T105035,CH015,P03,2024-01-02,2024-Q1,2,£23.98
T105036,CH015,P04,2024-03-25,2024-Q1,1,£17
T105037,CH015,P03,2024-03-03,2024-Q1,1,£12
T105038,CH015,P01,2024-06-18,2024-Q2,1,£12.99
T105039,CH015,P05,2024-11-09,2024-Q4,2,£31.98
T105040,CH015,P01,2024-08-14,2024-Q3,1,£12.99
T105041,CH015,P03,2024-02-08,2024-Q1,1,£11.99
T105042,CH015,P04,2024-12-17,2024-Q4,1,16.99
T105043,CH015,P01,2024-01-26,2024-Q1,1,12.99
T105044,CH015,P01,2024-11-13,2024-Q4,1,£12.99
T105045,CH015,P01,2024-09-12,2024-Q3,1,£12.99
T105046,CH015,P01,2024-11-09,2024-Q4,1,£12.99
T105047,CH015,P02,2024-12-15,2024-Q4,1,£14.99
T105048,CH015,P05,2024-05-08,2024-Q2,1,£15.99
T105049,CH015,P04,2024-11-16,2024-Q4,1,16.99
T105050,CH015,P03,2024-08-18,2024-Q3,2,£24
T105051,CH015,P05,2024-03-08,2024-Q1,1,£15.99
T105052,CH015,P01,2024-02-03,2024-Q1,1,£12.99
T105053,CH015,P02,2024-02-19,2024-Q1,1,14.99
T105054,CH015,P02,2024-05-20,2024-Q2,1,£15
T105055,CH015,P06,2024-07-15,2024-Q3,1,£54.99
T105056,CH015,P02,2024-10-26,2024-Q4,1,£14.99
T105057,CH015,P05,2024-08-20,2024-Q3,2,£31.98
T105058,CH015,P05,2024-12-03,2024-Q4,1,£15.99
T105059,CH015,P01,2024-03-15,2024-Q1,1,£13
T105060,CH015,P03,2024-05-26,2024-Q2,2,23.98
T105061,CH015,P01,2024-05-10,2024-Q2,1,12.99
T105062,CH015,P03,2024-03-12,2024-Q1,2,£24
T105063,CH015,P04,2024-07-22,2024-Q3,1,£16.99
T105064,CH015,P02,2024-01-28,2024-Q1,1,£14.99
T105065,CH015,P01,2024-09-09,2024-Q3,2,25.98
T105066,CH015,P02,2024-03-23,2024-Q1,2,£29.98
T105067,CH015,P01,2024-05-01,2024-Q2,1,12.99
T105068,CH015,P02,2024-06-25,2024-Q2,1,£14.99
T105069,CH015,P03,2024-06-26,2024-Q2,1,£11.99
T105070,CH015,P01,2024-01-14,2024-Q1,1,£12.99
T105071,CH015,P04,2024-04-20,2024-Q2,1,£17
T105072,CH015,P01,2024-07-10,2024-Q3,2,£25.98
T105073,CH015,P05,2024-05-06,2024-Q2,1,£16
T105074,CH015,P04,2024-12-25,2024-Q4,1,16.99
T105075,CH015,P01,2024-12-22,2024-Q4,2,£25.98
T105076,CH015,P01,2024-09-09,2024-Q3,1,£12.99
T105077,CH015,P03,2024-03-19,2024-Q1,1,£12
T105078,CH015,P02,2024-11-23,2024-Q4,1,£14.99
T105079,CH015,P02,2024-08-28,2024-Q3,2,29.98
T105080,CH015,P05,2024-02-06,2024-Q1,1,£15.99
T105081,CH015,P05,2024-02-10,2024-Q1,2,£31.98
T105082,CH015,P04,2024-05-14,2024-Q2,2,£33.98
T105083,CH015,P04,2024-10-07,2024-Q4,1,£16.99
T105084,CH015,P04,2024-02-13,2024-Q1,1,£16.99
T105085,CH015,P02,2024-07-15,2024-Q3,3,£44.97
T105086,CH015,P05,2024-02-17,2024-Q1,1,15.99
T105087,CH015,P01,2024-04-03,2024-Q2,1,12.99
T105088,CH015,P01,2024-11-01,2024-Q4,1,£12.99
T105089,CH015,P01,2024-07-16,2024-Q3,2,£25.98
T105090,CH015,P03,2024-01-15,2024-Q1,1,11.99
T105091,CH015,P01,2024-11-11,2024-Q4,2,£26
T105092,CH015,P01,2024-02-05,2024-Q1,1,£12.99
T105093,CH015,P06,2024-09-05,2024-Q3,2,£109.98
T105094,CH015,P02,2024-12-07,2024-Q4,2,£29.98
T105095,CH015,P03,2024-11-03,2024-Q4,1,£11.99
T105096,CH015,P03,2024-12-07,2024-Q4,1,£11.99
T105097,CH015,P02,2024-05-25,2024-Q2,1,£15
T105098,CH015,P01,2024-05-15,2024-Q2,1,£12.99
T105099,CH015,P05,2024-06-03,2024-Q2,1,£15.99
T105100,CH015,P01,2024-12-18,2024-Q4,1,£12.99
T105101,CH015,P01,2024-06-23,2024-Q2,1,£13
T105102,CH015,P04,2024-12-07,2024-Q4,1,£16.99
T105103,CH015,P02,2024-10-14,2024-Q4,1,£15
T105104,CH015,P04,2024-12-19,2024-Q4,1,£16.99
T105105,CH015,P01,2024-02-23,2024-Q1,1,£12.99
T105106,CH015,P02,2024-03-22,2024-Q1,1,£14.99
T105107,CH015,P04,2024-10-20,2024-Q4,1,£16.99
T105108,CH015,P03,2024-05-22,2024-Q2,3,£35.97
T105109,CH015,P02,2024-01-14,2024-Q1,1,£15
T105110,CH015,P02,2024-02-05,2024-Q1,3,£44.97
T105111,CH015,P03,2024-05-15,2024-Q2,1,£12
T105112,CH015,P02,2024-06-21,2024-Q2,1,£14.99
T105113,CH015,P04,2024-09-23,2024-Q3,1,£16.99
T105114,CH015,P01,2024-12-15,2024-Q4,1,£12.99
T105115,CH015,P03,2024-03-08,2024-Q1,1,£11.99
T105116,CH015,P05,2024-07-24,2024-Q3,1,£15.99
T105117,CH015,P03,2024-01-07,2024-Q1,1,£11.99
T105118,CH015,P01,2024-02-28,2024-Q1,1,£12.99
T105119,CH015,P06,2024-05-27,2024-Q2,1,54.99
T105120,CH015,P04,2024-03-04,2024-Q1,1,£17
T105121,CH015,P01,2024-05-22,2024-Q2,1,£12.99
T105122,CH015,P01,2024-10-28,2024-Q4,3,£38.97
T105123,CH015,P06,2024-01-16,2024-Q1,1,£54.99
T105124,CH015,P02,2024-10-19,2024-Q4,1,14.99
T105125,CH015,P05,2024-05-21,2024-Q2,2,£31.98
T105126,CH015,P02,2024-10-17,2024-Q4,1,14.99
T105127,CH015,P01,2024-06-05,2024-Q2,2,25.98
T105128,CH015,P04,2024-04-22,2024-Q2,1,£16.99
T105129,CH015,P01,2024-12-28,2024-Q4,1,12.99
T105130,CH015,P02,2024-09-28,2024-Q3,1,£14.99
T105131,CH015,P01,2024-05-01,2024-Q2,1,12.99
T105132,CH015,P02,2024-10-02,2024-Q4,1,£14.99
T105133,CH015,P03,2024-03-25,2024-Q1,1,£12
T105134,CH015,P01,2024-09-14,2024-Q3,1,12.99
T105135,CH015,P02,2024-11-28,2024-Q4,1,£14.99
T105136,CH015,P03,2024-11-10,2024-Q4,2,£24
T105137,CH015,P01,2024-09-24,2024-Q3,1,£12.99
T105138,CH015,P02,2024-11-17,2024-Q4,1,£14.99
T105139,CH015,P02,2024-03-25,2024-Q1,3,£45
T105140,CH015,P03,2025-01-24,2025-Q1,1,£11.99
T105141,CH015,P03,2025-06-18,2025-Q2,1,£12
T105142,CH015,P03,2025-05-03,2025-Q2,1,£11.99
T105143,CH015,P05,2025-07-25,2025-Q3,1,£15.99
T105144,CH015,P03,2025-02-09,2025-Q1,1,£11.99
T105145,CH015,P02,2025-07-21,2025-Q3,3,£44.97
T105146,CH015,P05,2025-07-04,2025-Q3,1,£16
T105147,CH015,P04,2025-08-22,2025-Q3,2,£33.98
T105148,CH015,P01,2025-02-10,2025-Q1,1,£13
T105149,CH015,P02,2025-05-14,2025-Q2,1,14.99
T105150,CH015,P06,2025-03-07,2025-Q1,1,£54.99
T105151,CH015,P05,2025-08-06,2025-Q3,1,15.99
T105152,CH015,P03,2025-02-22,2025-Q1,1,£12
T105153,CH015,P02,2025-11-10,2025-Q4,1,14.99
T105154,CH015,P01,2025-06-17,2025-Q2,1,£12.99
T105155,CH015,P03,2025-09-25,2025-Q3,2,£23.98
T105156,CH015,P04,2025-10-18,2025-Q4,1,£17
T105157,CH015,P03,2025-08-12,2025-Q3,1,£11.99
T105158,CH015,P01,2025-04-12,2025-Q2,1,12.99
T105159,CH015,P01,2025-09-28,2025-Q3,3,£38.97
T105160,CH015,P04,2025-04-13,2025-Q2,1,£16.99
T105161,CH015,P03,2025-08-05,2025-Q3,1,11.99
T105162,CH015,P04,2025-06-11,2025-Q2,2,£33.98
T105163,CH015,P01,2025-12-23,2025-Q4,1,£13
T105164,CH015,P04,2025-04-18,2025-Q2,2,£33.98
T105165,CH015,P01,2025-11-23,2025-Q4,2,£26
T105166,CH015,P02,2025-06-22,2025-Q2,1,£14.99
T105167,CH015,P04,2025-02-03,2025-Q1,2,£33.98
T105168,CH015,P01,2025-12-03,2025-Q4,1,£12.99
T105169,CH015,P03,2025-06-24,2025-Q2,1,£12
T105170,CH015,P04,2025-08-15,2025-Q3,1,16.99
T105171,CH015,P03,2025-02-20,2025-Q1,2,£23.98
T105172,CH015,P04,2025-11-19,2025-Q4,3,£51
T105173,CH015,P02,2025-09-14,2025-Q3,1,£15
T105174,CH015,P05,2025-11-16,2025-Q4,1,£16
T105175,CH015,P04,2025-07-15,2025-Q3,1,£17
T105176,CH015,P04,2025-06-02,2025-Q2,2,£33.98
T105177,CH015,P03,2025-02-22,2025-Q1,3,£35.97
T105178,CH015,P04,2025-12-26,2025-Q4,1,£16.99
T105179,CH015,P03,2025-11-16,2025-Q4,1,£12
T105180,CH015,P04,2025-04-01,2025-Q2,1,£16.99
T105181,CH015,P03,2025-01-08,2025-Q1,1,£11.99
T105182,CH015,P02,2025-09-05,2025-Q3,1,£14.99
T105183,CH015,P04,2025-01-19,2025-Q1,1,£16.99
T105184,CH015,P02,2025-09-08,2025-Q3,1,£14.99
T105185,CH015,P04,2025-10-19,2025-Q4,1,£16.99
T105186,CH015,P01,2025-01-13,2025-Q1,3,£38.97
T105187,CH015,P05,2025-05-21,2025-Q2,1,£15.99
T105188,CH015,P01,2025-09-24,2025-Q3,1,£12.99
T105189,CH015,P03,2025-12-01,2025-Q4,1,£11.99
T105190,CH015,P02,2025-09-17,2025-Q3,2,29.98
T105191,CH015,P03,2025-12-16,2025-Q4,1,£11.99
T105192,CH015,P05,2025-10-25,2025-Q4,2,£31.98
T105193,CH015,P01,2025-10-09,2025-Q4,2,£25.98
T105194,CH015,P02,2025-07-26,2025-Q3,1,£14.99
T105195,CH015,P05,2025-05-24,2025-Q2,1,15.99
T105196,CH015,P04,2025-12-08,2025-Q4,3,50.97
T105197,CH015,P02,2025-04-08,2025-Q2,1,£14.99
T105198,CH015,P05,2025-03-15,2025-Q1,1,£15.99
T105199,CH015,P04,2025-09-26,2025-Q3,3,50.97
T105200,CH015,P01,2025-02-25,2025-Q1,3,£38.97
T105201,CH015,P02,2025-03-17,2025-Q1,1,£14.99
T105202,CH015,P05,2025-03-14,2025-Q1,2,31.98
T105203,CH015,P03,2025-03-13,2025-Q1,2,£23.98
T105204,CH015,P01,2025-10-09,2025-Q4,1,£13
T105205,CH015,P04,2025-05-12,2025-Q2,1,£16.99
T105206,CH015,P06,2025-10-06,2025-Q4,1,£54.99
T105207,CH015,P04,2025-01-27,2025-Q1,1,£16.99
T105208,CH015,P03,2025-07-03,2025-Q3,1,11.99
T105209,CH015,P01,2025-08-28,2025-Q3,1,£12.99
T105210,CH015,P04,2025-11-10,2025-Q4,1,£16.99
T105211,CH015,P01,2025-11-28,2025-Q4,3,£39
T105212,CH015,P05,2025-05-04,2025-Q2,1,15.99
T105213,CH015,P02,2025-03-27,2025-Q1,2,£30
T105214,CH015,P01,2025-11-26,2025-Q4,1,£12.99
T105215,CH015,P02,2025-03-16,2025-Q1,1,14.99
T105216,CH015,P02,2025-06-21,2025-Q2,1,£14.99
T105217,CH015,P04,2025-08-18,2025-Q3,2,33.98
T105218,CH015,P01,2025-02-06,2025-Q1,1,£12.99
T105219,CH015,P03,2025-05-28,2025-Q2,1,£11.99
T105220,CH015,P04,2025-06-23,2025-Q2,1,£16.99
T105221,CH015,P03,2025-04-01,2025-Q2,1,£11.99
T105222,CH015,P01,2025-05-18,2025-Q2,3,38.97
T105223,CH015,P01,2025-07-01,2025-Q3,2,£25.98
T105224,CH015,P04,2025-10-27,2025-Q4,2,£33.98
T105225,CH015,P01,2025-12-04,2025-Q4,3,£38.97
T105226,CH015,P01,2025-05-26,2025-Q2,1,£12.99
T105227,CH015,P03,2025-02-09,2025-Q1,2,23.98
T105228,CH015,P01,2025-09-25,2025-Q3,3,£38.97
T105229,CH015,P02,2025-10-28,2025-Q4,1,£14.99
T105230,CH015,P03,2025-08-17,2025-Q3,1,£11.99
T105231,CH015,P03,2025-09-15,2025-Q3,1,£12
T105232,CH015,P03,2025-02-18,2025-Q1,1,£11.99
T105233,CH015,P01,2025-02-05,2025-Q1,1,£12.99
T105234,CH015,P03,2025-08-05,2025-Q3,2,£24
T105235,CH015,P01,2025-08-28,2025-Q3,1,12.99
T105236,CH015,P03,2025-06-13,2025-Q2,1,£12
T105237,CH015,P01,2025-05-21,2025-Q2,1,£13
T105238,CH015,P01,2025-04-03,2025-Q2,1,£12.99
T105239,CH015,P03,2025-02-16,2025-Q1,1,11.99
T105240,CH015,P02,2025-01-19,2025-Q1,1,£14.99
T105241,CH015,P01,2025-08-27,2025-Q3,1,£12.99
T105242,CH015,P06,2025-11-27,2025-Q4,2,£110
T105243,CH015,P04,2025-12-15,2025-Q4,1,£16.99
T105244,CH015,P04,2025-02-07,2025-Q1,1,16.99
T105245,CH015,P06,2025-03-21,2025-Q1,3,£164.97
T105246,CH015,P01,2025-01-21,2025-Q1,1,12.99
T105247,CH015,P04,2025-12-24,2025-Q4,2,£34
T105248,CH015,P04,2025-04-06,2025-Q2,1,£16.99
T105249,CH015,P06,2025-08-27,2025-Q3,1,£54.99
T105250,CH015,P01,2025-03-11,2025-Q1,1,12.99
T105251,CH015,P04,2025-07-07,2025-Q3,1,£16.99
T105252,CH015,P03,2025-05-14,2025-Q2,3,£35.97
T105253,CH015,P02,2025-03-05,2025-Q1,1,£14.99
T105254,CH015,P01,2025-01-13,2025-Q1,2,£25.98
T105255,CH015,P05,2025-12-10,2025-Q4,2,£32
T105256,CH015,P01,2025-05-01,2025-Q2,1,£12.99
T105257,CH015,P02,2025-08-04,2025-Q3,1,14.99
T105258,CH015,P02,2025-05-12,2025-Q2,1,£15
T105259,CH015,P05,2025-06-26,2025-Q2,2,£31.98
T105260,CH015,P04,2025-02-28,2025-Q1,1,16.99
T105261,CH015,P05,2025-10-04,2025-Q4,1,15.99
T105262,CH015,P04,2025-09-03,2025-Q3,1,16.99
T105263,CH015,P03,2025-04-04,2025-Q2,1,£11.99
T105264,CH015,P06,2025-09-16,2025-Q3,3,£164.97
T105265,CH015,P04,2025-01-20,2025-Q1,2,33.98
T105266,CH015,P04,2025-11-08,2025-Q4,2,£34
T105267,CH015,P04,2025-07-24,2025-Q3,2,£33.98
T105268,CH015,P02,2025-08-28,2025-Q3,1,£14.99
T105269,CH015,P06,2025-04-13,2025-Q2,1,£54.99
T105270,CH015,P01,2025-02-21,2025-Q1,1,£12.99
T105271,CH015,P05,2025-04-21,2025-Q2,1,£16
T105272,CH015,P04,2025-09-12,2025-Q3,3,£50.97
T105273,CH015,P01,2025-01-22,2025-Q1,3,£39
T105274,CH015,P01,2025-11-07,2025-Q4,3,£38.97
T105275,CH015,P03,2025-05-04,2025-Q2,1,£11.99
T105276,CH015,P04,2025-03-14,2025-Q1,2,£34
T105277,CH015,P01,2025-09-01,2025-Q3,1,12.99
T105278,CH015,P06,2025-07-08,2025-Q3,3,£165
T105279,CH015,P01,2025-01-11,2025-Q1,1,£13
T105280,CH015,P04,2025-11-25,2025-Q4,1,£17
T105281,CH015,P03,2025-03-10,2025-Q1,1,11.99
T105282,CH015,P02,2025-05-04,2025-Q2,2,£29.98
T105283,CH015,P04,2025-06-03,2025-Q2,1,£16.99
T105284,CH015,P01,2025-04-18,2025-Q2,1,£12.99
T105285,CH015,P01,2025-07-18,2025-Q3,1,£12.99
T105286,CH015,P02,2025-05-09,2025-Q2,1,14.99
T105287,CH015,P04,2025-05-22,2025-Q2,1,£17
T105288,CH015,P05,2025-11-06,2025-Q4,3,£47.97
T105289,CH015,P02,2025-11-20,2025-Q4,1,£14.99
